Target_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Variable_index,Variable_name
182.500,-53.905597,-74.436094,-66.894492,-56.263322,-59.553453,-57.218912,-60.223197,-62.290032,-54.152401,-88.791926,-62.580031,-59.558354,-56.650854,-57.092742,-50.979525,-56.365248,-51.967357,-57.775139,-64.381459,-49.248661,-50.067130,-57.131266,-57.523254,-57.484212,-53.862254,-51.898399,-55.262528,-55.952056,-49.396416,-52.753363,-44.388593,0,Fileset 1: TS pulse compressed wideband pings T2
183.000,-53.569551,-69.164768,-67.757815,-55.783519,-58.842959,-57.228853,-59.994472,-60.754069,-53.642831,-69.732418,-61.857103,-59.003367,-56.207319,-56.596331,-51.587189,-55.815095,-53.536082,-57.146345,-62.827556,-48.790847,-48.883809,-55.779417,-59.575370,-56.054327,-54.540625,-52.076084,-54.738044,-56.423130,-49.344679,-53.727388,-44.020611,0,Fileset 1: TS pulse compressed wideband pings T2
183.500,-53.034392,-65.388448,-68.695662,-56.015258,-58.331822,-57.214835,-59.231718,-59.249121,-53.473486,-65.501292,-61.374099,-58.524120,-55.904445,-56.174263,-53.224447,-55.680384,-55.056350,-56.857309,-61.599047,-47.847058,-47.890223,-54.316714,-62.656768,-54.667189,-55.708686,-52.403722,-53.918333,-56.181655,-49.935761,-55.213973,-43.859773,0,Fileset 1: TS pulse compressed wideband pings T2
184.000,-52.595004,-62.876037,-70.138404,-56.783083,-57.985906,-57.118299,-58.249130,-57.823133,-53.669208,-64.593171,-61.226529,-58.105802,-55.667051,-55.891970,-55.920635,-55.675965,-56.024203,-56.863731,-60.965489,-46.814764,-47.265175,-52.930453,-67.174165,-53.560891,-57.091109,-52.799427,-52.853862,-55.448564,-50.900251,-56.437993,-43.833176,0,Fileset 1: TS pulse compressed wideband pings T2
184.500,-52.526084,-61.229912,-72.731698,-57.942268,-57.859226,-57.026124,-57.418689,-56.411537,-54.204998,-65.798180,-61.595714,-57.808206,-55.470315,-55.834051,-59.613435,-55.732510,-56.031904,-57.080960,-60.905865,-46.066774,-47.112050,-51.878333,-72.842649,-52.800930,-58.387597,-53.189622,-51.872728,-54.762061,-52.047439,-56.526457,-43.926949,0,Fileset 1: TS pulse compressed wideband pings T2
185.000,-52.886534,-60.171052,-77.622748,-59.234881,-57.961835,-56.975177,-56.952050,-55.003201,-54.910152,-69.454035,-62.555025,-57.617051,-55.254622,-55.942892,-64.050705,-55.780036,-55.233664,-57.377773,-61.108226,-45.722750,-47.351851,-51.326066,-71.303991,-52.245576,-59.427460,-53.438392,-51.146375,-54.334352,-53.410495,-55.573505,-44.092903,0,Fileset 1: TS pulse compressed wideband pings T2
185.500,-53.610438,-59.523272,-90.899303,-60.339164,-58.318205,-56.984963,-56.977187,-53.769225,-55.663235,-79.484799,-64.107175,-57.518615,-55.024667,-56.109745,-66.373445,-55.784632,-54.254823,-57.764175,-61.385223,-45.825557,-47.830334,-51.399803,-67.416423,-51.760274,-60.378659,-53.480315,-50.695897,-54.253592,-55.394679,-54.305102,-44.334893,0,Fileset 1: TS pulse compressed wideband pings T2
186.000,-54.457936,-59.111420,-81.339788,-60.957817,-58.885222,-56.989733,-57.472193,-52.860316,-56.506309,-76.167588,-66.064157,-57.462574,-54.783754,-56.147466,-62.084898,-55.778912,-53.479661,-58.327733,-61.970077,-46.313128,-48.336238,-52.111679,-65.274001,-51.275592,-61.412489,-53.283373,-50.404934,-54.562964,-58.573348,-53.094885,-44.627770,0,Fileset 1: TS pulse compressed wideband pings T2
186.500,-55.045941,-58.766715,-74.255329,-61.111300,-59.542002,-56.866483,-58.245936,-52.294301,-57.665400,-68.159310,-67.946236,-57.396043,-54.509640,-55.843642,-57.770601,-55.843230,-52.931182,-59.104158,-63.420062,-46.994308,-48.710517,-53.358517,-64.274444,-50.808072,-62.345835,-52.830174,-50.096573,-55.260697,-63.395645,-52.023696,-44.881530,0,Fileset 1: TS pulse compressed wideband pings T2
187.000,-55.201817,-58.566463,-70.152800,-61.244581,-60.314502,-56.703005,-59.115396,-52.149663,-59.564302,-64.517935,-69.217167,-57.483092,-54.347908,-55.246334,-55.005242,-56.154960,-52.609407,-60.128928,-66.683272,-47.736081,-49.073554,-55.144835,-64.108526,-50.594412,-62.664458,-52.295520,-49.795263,-56.470215,-65.760163,-51.255275,-45.138256,0,Fileset 1: TS pulse compressed wideband pings T2
187.500,-54.750740,-58.358972,-67.120201,-61.291913,-60.922991,-56.348467,-59.427786,-52.089173,-61.739555,-62.153944,-69.344838,-57.577255,-54.121967,-54.234257,-53.268581,-56.378294,-52.117731,-60.819913,-71.796638,-48.037193,-49.276448,-57.110504,-64.244830,-50.527084,-61.607618,-51.537722,-49.259252,-57.928421,-61.844183,-50.604552,-45.123163,0,Fileset 1: TS pulse compressed wideband pings T2
188.000,-54.360870,-58.481219,-65.201799,-61.093627,-61.573835,-56.129763,-59.075123,-52.132329,-62.346540,-60.351691,-69.100909,-57.885360,-54.076492,-53.246181,-52.473456,-56.437833,-51.535229,-60.907040,-69.789836,-47.991406,-49.683503,-59.136508,-64.525822,-50.848017,-59.889426,-50.838463,-48.736990,-59.751479,-58.644847,-50.306337,-45.068252,0,Fileset 1: TS pulse compressed wideband pings T2
188.500,-54.470275,-58.911037,-64.349075,-59.862743,-62.207068,-55.986458,-58.162660,-51.982427,-61.005476,-58.453453,-69.286315,-58.109935,-54.086904,-52.400501,-52.105094,-55.997097,-50.781045,-60.238412,-65.357734,-47.658001,-50.431868,-60.197158,-64.469350,-51.322279,-58.207736,-50.117970,-48.196835,-61.703705,-56.017066,-50.223462,-44.948574,0,Fileset 1: TS pulse compressed wideband pings T2
189.000,-55.485022,-59.718555,-64.596942,-57.798049,-62.971211,-55.933986,-57.371556,-51.698125,-60.433854,-56.455409,-70.568903,-58.051831,-54.195662,-51.893374,-51.767216,-55.295363,-50.156535,-59.247018,-62.555657,-47.405401,-51.696945,-60.126125,-64.098685,-51.803018,-56.975977,-49.457908,-47.809243,-63.677192,-53.918999,-50.334008,-44.914469,0,Fileset 1: TS pulse compressed wideband pings T2
189.500,-57.578049,-60.974027,-65.810395,-55.867844,-63.983737,-56.033557,-57.280569,-51.613819,-61.445549,-54.837309,-72.768082,-57.811870,-54.577911,-51.850662,-51.570387,-55.008726,-50.079152,-58.505735,-60.606173,-47.559662,-53.224735,-60.550477,-63.760313,-52.329415,-56.295334,-49.048259,-47.778906,-65.692974,-52.855188,-50.717624,-45.161104,0,Fileset 1: TS pulse compressed wideband pings T2
190.000,-59.946609,-62.282407,-67.087824,-54.334469,-64.652644,-56.002635,-57.637609,-51.669022,-63.087476,-53.620844,-73.032077,-57.364291,-55.031078,-51.863821,-51.705850,-55.328431,-50.369475,-58.153910,-59.368045,-47.795295,-54.087302,-62.116672,-63.253794,-52.708292,-55.621372,-48.701016,-47.827098,-67.376103,-52.545844,-51.219700,-45.456137,0,Fileset 1: TS pulse compressed wideband pings T2
190.500,-60.533619,-63.567944,-67.651151,-53.470249,-64.669894,-56.067455,-58.313859,-52.069346,-64.513184,-53.033524,-70.501669,-57.110453,-55.731397,-51.946456,-52.735718,-56.532731,-51.026665,-58.575703,-59.236892,-48.077347,-54.276088,-64.835270,-62.657052,-53.220213,-54.859734,-48.633001,-48.096478,-68.217873,-52.770535,-52.234280,-45.956599,0,Fileset 1: TS pulse compressed wideband pings T2
191.000,-58.087299,-64.263420,-66.795172,-53.079803,-63.901489,-56.200162,-58.873049,-52.578483,-65.693386,-52.918853,-67.455827,-57.012337,-56.517707,-51.950018,-54.731963,-58.347025,-51.634887,-59.714418,-60.056943,-48.195699,-53.946966,-67.407055,-61.801262,-53.808768,-53.924031,-48.734519,-48.502840,-68.513148,-52.979058,-53.781629,-46.509874,0,Fileset 1: TS pulse compressed wideband pings T2
191.500,-55.218815,-63.932059,-64.979646,-53.016123,-62.756064,-56.420897,-59.142156,-52.981832,-67.660506,-53.205067,-64.664237,-56.999632,-57.281226,-51.914286,-57.646376,-60.473962,-51.880126,-61.566686,-61.645232,-48.184169,-53.586266,-67.497863,-60.694996,-54.411841,-52.999832,-48.936341,-49.063918,-70.080143,-52.848508,-55.568734,-47.060791,0,Fileset 1: TS pulse compressed wideband pings T2
192.000,-53.145691,-62.904636,-63.094630,-53.279162,-61.711825,-56.813645,-59.257042,-53.236610,-71.615377,-53.969306,-62.320870,-57.105068,-58.030743,-52.031372,-60.691038,-62.969901,-51.748140,-64.293727,-63.830509,-48.235329,-53.844601,-65.564131,-59.530832,-55.004429,-52.365430,-49.259955,-49.885480,-72.292289,-52.377467,-56.523991,-47.713416,0,Fileset 1: TS pulse compressed wideband pings T2
192.500,-52.063159,-61.917967,-61.675391,-53.959114,-61.090512,-57.450400,-59.468828,-53.460994,-72.452649,-55.319077,-60.618883,-57.466471,-58.852373,-52.520692,-61.813450,-66.362678,-51.532979,-68.167787,-66.236052,-48.541480,-55.170199,-64.123674,-58.563079,-55.561210,-52.244023,-49.760652,-51.049372,-67.416697,-51.845351,-55.831779,-48.623757,0,Fileset 1: TS pulse compressed wideband pings T2
193.000,-51.701200,-61.170211,-60.651460,-54.897748,-60.781101,-58.065005,-59.684374,-53.600500,-66.037630,-56.888316,-59.434721,-57.999581,-59.612162,-53.260544,-61.643033,-68.186644,-51.395484,-73.250860,-68.407117,-48.961756,-57.216224,-64.123175,-57.726186,-55.814561,-52.448912,-50.220059,-52.247938,-62.509255,-51.386713,-54.429243,-49.591505,0,Fileset 1: TS pulse compressed wideband pings T2
193.500,-52.108330,-60.938308,-60.166364,-56.336419,-60.945231,-58.765586,-60.045521,-54.071653,-61.875800,-58.201636,-58.951664,-58.987049,-60.628455,-54.440252,-62.383519,-64.398137,-51.837539,-77.567779,-71.761507,-49.742294,-59.408309,-66.444164,-57.268630,-56.038937,-53.032296,-50.845037,-53.466706,-59.978682,-51.433437,-53.463521,-50.680791,0,Fileset 1: TS pulse compressed wideband pings T2
194.000,-52.821929,-60.883413,-59.830626,-58.024601,-61.195597,-59.259185,-60.106082,-54.842270,-59.343072,-58.172903,-58.783515,-60.102151,-61.741089,-55.751909,-63.895136,-60.869676,-52.723757,-73.374958,-80.019502,-50.737509,-61.462849,-72.158724,-56.895144,-56.195672,-53.517623,-51.417166,-54.242253,-58.901609,-51.708116,-52.760302,-51.429984,0,Fileset 1: TS pulse compressed wideband pings T2
194.500,-53.629583,-60.841730,-59.490203,-59.802825,-61.313935,-59.528686,-59.700198,-55.954870,-57.661454,-57.055971,-58.648563,-60.968611,-62.797721,-57.149054,-65.404691,-58.799539,-53.868513,-68.897034,-76.728754,-52.111140,-63.393836,-82.948789,-56.440689,-56.435599,-53.781861,-51.894447,-54.490423,-58.546633,-51.879215,-52.172934,-51.665087,0,Fileset 1: TS pulse compressed wideband pings T2
195.000,-54.749729,-60.943662,-59.328409,-61.595918,-61.394940,-59.809331,-59.134894,-57.483915,-56.432766,-55.869968,-58.510144,-61.317252,-63.580794,-58.966080,-66.152254,-57.836244,-55.082298,-66.156873,-69.414993,-54.428983,-61.733915,-76.454326,-55.968789,-57.016440,-54.180159,-52.392631,-54.649936,-58.311699,-51.787252,-51.909597,-51.641666,0,Fileset 1: TS pulse compressed wideband pings T2
195.500,-56.273978,-61.069687,-59.254360,-62.957396,-61.360818,-59.954987,-58.477490,-59.135539,-55.087209,-54.823736,-58.138671,-60.791138,-63.478550,-61.327945,-64.649030,-57.210987,-55.799729,-64.478002,-66.346676,-58.348958,-59.247281,-75.178331,-55.299282,-57.728640,-54.775978,-52.620199,-55.008571,-57.392955,-51.121972,-51.912793,-51.404017,0,Fileset 1: TS pulse compressed wideband pings T2
196.000,-58.787510,-61.553581,-59.540049,-64.049371,-61.648723,-60.149866,-58.080192,-61.290505,-53.810452,-54.214562,-57.853224,-59.849067,-62.658372,-64.707327,-61.720562,-56.616668,-56.127991,-63.723194,-65.408388,-65.968841,-59.469252,-75.683553,-54.778558,-58.652192,-55.841411,-52.691559,-56.241278,-56.037020,-50.247779,-52.495534,-51.354535,0,Fileset 1: TS pulse compressed wideband pings T2
196.500,-62.518384,-62.344926,-59.985599,-64.968652,-62.287579,-60.182263,-57.741471,-63.807618,-52.695292,-53.881434,-57.646035,-58.803086,-61.327242,-68.390526,-59.141688,-55.777563,-56.224723,-63.503491,-65.551012,-63.938856,-62.432344,-74.405123,-54.438719,-59.461804,-56.959694,-52.496663,-58.493744,-54.676748,-49.392791,-53.538150,-51.401653,0,Fileset 1: TS pulse compressed wideband pings T2
197.000,-67.831551,-63.437999,-60.426153,-66.088424,-63.240507,-60.023050,-57.321312,-65.003707,-51.919253,-53.758734,-57.559889,-58.023970,-59.944430,-69.673033,-57.558090,-54.963016,-56.511863,-63.565447,-65.900500,-58.052010,-63.546020,-74.961909,-54.380374,-60.149515,-57.713993,-52.214119,-61.451705,-53.800794,-48.912386,-54.952158,-51.493606,0,Fileset 1: TS pulse compressed wideband pings T2
197.500,-74.820421,-64.760970,-60.738964,-67.802057,-64.266072,-59.750492,-56.849647,-64.049349,-51.490697,-53.793996,-57.546154,-57.671463,-58.820717,-68.407840,-56.963573,-54.448626,-57.087050,-63.639741,-65.662771,-55.314360,-60.963439,-81.156929,-54.618560,-61.033201,-58.117898,-52.042880,-63.049829,-53.574351,-48.973722,-56.549893,-51.591580,0,Fileset 1: TS pulse compressed wideband pings T2
198.000,-77.555909,-66.095219,-60.858694,-70.401525,-64.985157,-59.394163,-56.414598,-63.077112,-51.197343,-53.875967,-57.444493,-57.619406,-57.925909,-66.758365,-57.029462,-54.246962,-57.463992,-63.460879,-64.720258,-54.075104,-60.284070,-82.056944,-55.017018,-62.466211,-58.465059,-51.990348,-61.993170,-53.817172,-49.470063,-57.981764,-51.611337,0,Fileset 1: TS pulse compressed wideband pings T2
198.500,-73.436709,-67.130644,-60.885664,-73.927560,-65.255280,-58.996111,-56.117376,-62.859701,-50.824270,-53.975796,-57.211667,-57.671295,-57.120075,-65.158694,-57.201445,-54.312224,-57.186210,-62.997421,-63.616752,-53.638740,-61.526370,-72.286074,-55.472103,-64.894354,-58.981762,-52.010308,-60.454713,-54.235450,-50.249713,-58.739206,-51.556402,0,Fileset 1: TS pulse compressed wideband pings T2
199.000,-69.185587,-67.459735,-61.042624,-74.979923,-65.232762,-58.644799,-56.064910,-63.161987,-50.287152,-54.203427,-56.992211,-57.684423,-56.343361,-63.767231,-56.843910,-54.639650,-56.563409,-62.420942,-62.895246,-53.549984,-62.227557,-68.201070,-56.001692,-69.248677,-59.760024,-52.097547,-59.322426,-54.523409,-51.245944,-57.901908,-51.551389,0,Fileset 1: TS pulse compressed wideband pings T2
199.500,-64.933851,-66.754512,-61.371990,-71.007689,-64.938580,-58.253179,-56.159702,-63.182135,-49.471945,-54.573847,-56.827046,-57.409864,-55.486673,-62.732251,-55.795031,-54.989579,-56.095920,-61.811101,-62.764209,-53.045840,-60.272626,-66.419314,-56.500914,-78.105203,-60.533963,-52.082442,-58.196752,-54.224464,-52.313774,-55.351750,-51.561378,0,Fileset 1: TS pulse compressed wideband pings T2
200.000,-60.869904,-65.506245,-61.953753,-67.385283,-64.452808,-57.861987,-56.402090,-62.153799,-48.565156,-55.269439,-56.846089,-56.882276,-54.720215,-62.390198,-54.833013,-55.155827,-56.145998,-61.510232,-63.501782,-51.787774,-58.088532,-66.653443,-56.930567,-77.988229,-60.919876,-51.947330,-56.622954,-53.282447,-53.646731,-52.715592,-51.662744,0,Fileset 1: TS pulse compressed wideband pings T2
200.500,-57.600371,-64.444210,-62.756626,-65.083441,-63.952601,-57.631186,-56.873410,-60.193904,-47.960085,-56.521323,-57.103787,-56.435072,-54.383516,-63.038245,-54.603055,-55.134347,-56.686095,-62.052378,-65.330111,-50.489171,-55.925334,-69.587424,-57.142884,-72.743841,-60.626523,-51.831556,-54.726348,-52.193427,-55.809035,-51.136283,-52.110481,0,Fileset 1: TS pulse compressed wideband pings T2
201.000,-55.233048,-63.528110,-63.208142,-63.575647,-63.334908,-57.446863,-57.352037,-58.035758,-47.644351,-58.094857,-57.162802,-56.131485,-54.378710,-64.194420,-54.656281,-54.802709,-56.977413,-63.438942,-67.542943,-49.667977,-53.772001,-76.723469,-56.669869,-71.182014,-59.661952,-51.608858,-52.889015,-51.276893,-58.453463,-50.395694,-52.955247,0,Fileset 1: TS pulse compressed wideband pings T2
201.500,-53.843694,-62.749187,-63.267159,-62.795060,-62.862784,-57.607582,-58.019420,-56.596559,-47.781955,-60.087827,-57.148594,-56.264104,-54.795106,-65.237099,-54.622836,-54.418196,-56.985929,-65.593831,-69.126068,-49.650418,-53.074737,-79.697549,-55.895655,-70.070341,-58.867107,-51.553503,-51.753303,-50.970509,-58.409214,-50.038036,-54.500909,0,Fileset 1: TS pulse compressed wideband pings T2
202.000,-52.915282,-61.812288,-63.009745,-62.511226,-62.418043,-58.021733,-58.691964,-55.843980,-48.082067,-62.399127,-57.132440,-56.613661,-55.319757,-65.360726,-54.258522,-53.957801,-56.904868,-67.975567,-69.879217,-50.033625,-54.169492,-69.807382,-55.059020,-68.822162,-58.492743,-51.573748,-51.233342,-51.076733,-55.566619,-49.511403,-56.473781,0,Fileset 1: TS pulse compressed wideband pings T2
202.500,-51.963988,-60.645861,-62.676659,-62.563272,-61.850937,-58.505031,-59.149197,-55.423979,-48.287678,-65.104078,-57.151856,-56.908143,-55.722129,-64.459859,-53.474433,-53.427045,-56.974563,-70.554317,-70.799065,-50.221329,-56.950049,-63.752129,-54.193187,-67.934395,-58.426717,-51.517767,-51.026881,-51.268102,-53.083690,-48.879297,-58.752307,0,Fileset 1: TS pulse compressed wideband pings T2
203.000,-51.012367,-59.560056,-62.663810,-63.101906,-61.290585,-59.111654,-59.453853,-55.197286,-48.539937,-68.752296,-57.368175,-57.236878,-56.178996,-63.120749,-52.308964,-52.960901,-57.579229,-72.617469,-72.062647,-49.839346,-61.172799,-59.559443,-53.475245,-67.531826,-58.656375,-51.492655,-51.076585,-51.519203,-51.394594,-48.543751,-62.165891,0,Fileset 1: TS pulse compressed wideband pings T2
203.500,-50.096055,-58.644871,-63.050195,-64.132819,-60.697684,-59.710442,-59.505142,-54.889606,-48.889648,-73.955857,-57.616101,-57.616803,-56.750584,-61.731241,-50.725549,-52.368912,-58.798796,-69.679321,-71.004262,-48.667387,-62.814863,-56.599017,-52.878248,-67.104375,-58.884850,-51.442526,-51.189066,-51.696998,-50.136465,-48.486344,-66.756626,0,Fileset 1: TS pulse compressed wideband pings T2
204.000,-49.397375,-57.988826,-63.888690,-65.762096,-60.135006,-60.272906,-59.323014,-54.460548,-49.493681,-79.761703,-57.704170,-58.200351,-57.549552,-60.544726,-49.002035,-51.590961,-60.613210,-65.025644,-67.430868,-47.133985,-59.790083,-54.609949,-52.467241,-66.251415,-58.853843,-51.424203,-51.354912,-51.815783,-49.107589,-48.540917,-62.747186,0,Fileset 1: TS pulse compressed wideband pings T2
204.500,-49.350508,-57.864052,-65.354624,-68.340061,-59.963575,-61.092220,-59.276789,-54.371350,-50.742422,-77.405999,-57.802583,-59.388224,-58.831129,-59.890071,-47.780063,-51.077958,-63.004591,-61.809416,-64.598955,-46.079676,-56.472233,-53.687577,-52.597414,-65.410824,-58.770089,-51.786667,-51.987100,-52.188741,-48.582897,-48.690013,-57.705062,0,Fileset 1: TS pulse compressed wideband pings T2
205.000,-49.703510,-57.843699,-66.915261,-71.447163,-59.941154,-61.885624,-59.203749,-54.586937,-52.301826,-73.064303,-57.776911,-60.870064,-60.031603,-59.416724,-47.030122,-50.829106,-65.205747,-59.733696,-62.875289,-45.534312,-53.574759,-53.285974,-53.027093,-64.700511,-58.618498,-52.248335,-52.990780,-52.493361,-48.459271,-48.528922,-54.916332,0,Fileset 1: TS pulse compressed wideband pings T2
205.500,-50.225805,-57.619273,-68.570058,-73.846031,-59.940013,-62.514300,-59.103907,-55.101333,-53.840716,-69.648781,-57.784087,-62.385391,-60.674449,-58.953760,-46.706085,-50.898329,-66.447089,-58.407114,-61.792857,-45.460701,-51.524230,-52.936459,-53.660386,-63.982950,-58.710772,-52.617324,-54.381702,-52.565439,-48.876698,-48.228381,-53.442601,0,Fileset 1: TS pulse compressed wideband pings T2
206.000,-50.789916,-57.205999,-71.280583,-72.938645,-59.987019,-63.051440,-59.110447,-55.879481,-55.237870,-67.337950,-58.031371,-63.954868,-60.807421,-58.488366,-46.751243,-51.305434,-66.562651,-57.569824,-60.798824,-45.872100,-50.503666,-52.461288,-54.593400,-63.040890,-59.425752,-52.865379,-56.238831,-52.563930,-50.080176,-48.230145,-52.773559,0,Fileset 1: TS pulse compressed wideband pings T2
206.500,-50.728324,-56.210969,-76.128859,-69.733988,-59.499856,-62.980464,-58.676282,-56.160352,-55.973193,-65.239232,-57.928707,-65.218225,-60.230833,-57.346157,-46.417060,-51.280622,-66.579608,-56.330367,-59.040036,-46.113175,-49.721435,-51.362864,-55.323004,-61.468372,-60.295951,-52.404557,-57.916869,-52.108175,-51.525897,-48.146845,-51.946923,0,Fileset 1: TS pulse compressed wideband pings T2
207.000,-50.507692,-55.253616,-80.619890,-67.065372,-58.886097,-62.721051,-58.205692,-56.169837,-56.602008,-63.165525,-57.739095,-66.849705,-59.733980,-56.004714,-46.063292,-51.019043,-68.354325,-54.954608,-57.236649,-46.485733,-49.250919,-50.276735,-56.308752,-60.099744,-61.535438,-51.704886,-59.637056,-51.674144,-53.421693,-48.336890,-51.070999,0,Fileset 1: TS pulse compressed wideband pings T2
207.500,-50.608705,-54.773162,-73.434907,-65.547997,-58.503744,-62.631771,-58.060232,-56.123786,-57.515414,-61.276075,-57.652320,-69.189299,-59.866995,-55.082056,-46.168598,-50.831055,-71.540490,-53.895838,-56.108984,-47.226255,-49.118290,-49.709937,-57.902854,-59.456703,-62.988811,-51.218564,-61.372441,-51.551087,-55.679838,-48.948126,-50.312881,0,Fileset 1: TS pulse compressed wideband pings T2
208.000,-50.881489,-54.489160,-69.399113,-64.690590,-58.132917,-62.535015,-58.016728,-55.780101,-58.332463,-59.583028,-57.408132,-71.033455,-60.420408,-54.569622,-46.668978,-50.612830,-70.073588,-53.071834,-55.550110,-48.007590,-48.758513,-49.449028,-59.775625,-59.197183,-64.006621,-50.778255,-62.265788,-51.440114,-57.626018,-49.512125,-49.402385,0,Fileset 1: TS pulse compressed wideband pings T2
